title,year,mileage,transmission,fuel,body_color,inside_color,body_status,description,body_type,volume,engine,acceleration,price
کی ام سی، T8,1400,"6,000 km",دنده ای,,سفید,مشکی,بدون رنگ,"بدنه در حدصفر
فنی کاملا کاملا سالم درحدصفر
ماشین سری اول می باشد که همه میدونید سری اولش عالی بود
رینگ لاستیک نو
کلا همه چیش نو هست
تو پارکینگ سرپوشیده زیرچادر بوده
دست آفرود کار نبوده و شخصی و خونگی بوده که جاده هموار بین شهری رفته فقط ۶۰۰۰ تا یعنی کاملا مشابه صفر کارخونه
زاپاس خشک
از هر نظر به شرط کارشناسی شما
سرویس سروقت انجام شده
قیمت رو با کارکردهای بالاتر خودتون مقایسه کنید.
ضمنا قصد معاوضه ندارم",pickup,2.0 لیتر,4 سیلندر توربوشارژ یورو5,,"1,300,000,000"
ام وی ام، X22 PRO,1401,"17,500 km",اتوماتیک,,سفید,مشکی,بدون رنگ,تمامی سرویس‌ها در نمایندگی انجام شده,crossover,1.0 لیتر,3 سیلندر توربوشارژ,,"920,000,000"
رانا، LX,1396,"125,000 km",دنده ای,6.9 لیتر در صد کیلومتر,خاکستری,مشکی,صافکاری بدون رنگ,,passenger_car,1.6 لیتر,4 سیلندر TU5 یورو4,12 ثانیه,"436,000,000"
پژو، پارس,1400,"78,000 km",دنده ای,9.1 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,جدایه از تعویض تمام مصرفی ها شمع سوپر پرینیوم پلاس به قیمت سه ملیون تعویض شده همراه وایر تقویتی حتی روغن گیربکس هم تعویض شده بدونه کوچکترین لیسه یا ضربه ای ماشین سالم سالم روکش صندلی چرم سفارشی دوخت شده و کفی یک تیکه ولوازم لوکس داخلی مرتب,passenger_car,1.8 لیتر,4 سیلندر XU7,11 ثانیه,"530,000,000"
پژو، 206,1398,"135,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,خاکستری,چند لکه رنگ,فنی سالم .تمامی مصرفی ها تعویض ونو .باطری نو .روکش صندلی چرم .بدون هیچ خرج اضافی,hatchback,1.4 لیتر,4 سیلندر TU3,14.1 ثانیه,"370,000,000"
جک، S5,1402,"13,000 km",اتوماتیک,,سفید,مشکی,بدون رنگ,سواری خانگی,crossover,1.5 لیتر,4 سیلندر توربوشارژ TGDi,,"1,450,000,000"
ب ام و، سری 5 سدان,2017,"10,000 km",اتوماتیک,5.9 لیتر در صد کیلومتر,سفید,قهوه ای,بدون رنگ,فول کارکرد به شرط بدنه ,passenger_car,2 لیتر,4 سیلندر توربوشارژ,6.2 ثانیه,"12,800,000,000"
پیکان، وانت,1387,"200,000 km",دنده ای,9 لیتر در صد کیلومتر,سفید,مشکی,دور رنگ,,pickup,1.7 لیتر,4 سیلندر OHVG2 دوگانه سوز,12.7 ثانیه,"155,000,000"
دنا، پلاس EF7,1401,"52,000 km",اتوماتیک,7.8 لیتر در صد کیلومتر,خاکستری,مشکی,بدون رنگ,خودرو کاملا سالم ، لاستیک تازه خریداری شده،،سرویس ها به موقع انجام شده،،روغن گیربکس عوض شده. ماشین در حد صفر,passenger_car,1.7 لیتر,4 سیلندر توربوشارژ EF7,10 ثانیه,"800,000,000"
سمند، سورن,1402,"26,170 km",دنده ای,7.5 لیتر در صد کیلومتر,زرد,مشکی,بدون رنگ,تاکسی خطی درامد روزی,passenger_car,1.7 لیتر,4 سیلندر EF7 دوگانه سوز,12.8 ثانیه,"675,000,000"
چری، آریزو 5T,1399,"54,000 km",اتوماتیک,6.9 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,بدون تصادف و خط و خش ! بسیار سالم ، فنی و بدنه در حد صفر /کلیه مصرفی ها در نمایندگی و با جنس اصلی تعویض شده و کلیه سرویس ها سر ۵۰۰۰ کیلومتر انجام شده و قابل استعلام در نمایندکی است. ۱۲ ماه کامل بیمه ثالت و پوشش ۱۰۰ بیمه بدنه تا یکسال کامل دارد . تا سال ۱۴۰۴ گارانتی دارد و شیشه دودی اصلی آمریکایی UV دار و کف پوش ۴ بعدی چرم روی خودرو نصب است . کمترین قیمت بازار رو گذاشتم فقط برای اینکه بسیار فوری نیاز به پولش دارم ولی با دلال معامله نمیکنم .,passenger_car,1.5 لیتر,4 سیلندر توربوشارژ,9.8 ثانیه,"900,000,000"
پژو، 207,1399,"70,000 km",دنده ای,6.6 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ, فول فرمان برقی ،کروز کنترل موتور  TU5 کاملا سالم بشرط کارشناسی  بدون ایراد فنی ،کم کار کارمندی ، زاپاس زیرش نرفته رینگ اسپرت و لاستیک پهن خارجی کومهو  روکش و کفپوش سه بعدی  شیشه دودی uv آمریکا  ماشین بکر از هر لحاظ بدون ایراد تخفیف جزئی پای معامله ( فروش فقط نقدی اهل معاوضه نیستم ),hatchback,1.6 لیتر,4 سیلندر TU5,11.6 ثانیه,"620,000,000"
پژو، 206,1396,"127,000 km",دنده ای,6.4 لیتر در صد کیلومتر,سفید,خاکستری,بدون رنگ,"ماشین بسیار تمیز 
چهار حلقه لاستیک ژاپنی پهن",hatchback,1.4 لیتر,4 سیلندر TU3,14.1 ثانیه,"408,000,000"
ب ام و، سری 5 سدان,2016,"70,000 km",اتوماتیک,6.5 لیتر در صد کیلومتر,سفید,مارون,گلگیر رنگ,"5 کلید فول شرکتی
کیلومتر واقعی
کیت M،دوربین ۳۶۰،اتوپارک،اتوهلد،اتوترانک،کروز هوشمند،سنسورکمکی۳۶۰ و ...",passenger_car,2 لیتر,4 سیلندر توربوشارژ (N20B20),6.2 ثانیه,"9,400,000,000"
لاماری، ایما,1402,"25,000 km",اتوماتیک,,سفید,سفید صدفی,بدون رنگ,آگهی شخصی  سند دست اول یی خط و خش,suv,1.5 لیتر,4 سیلندر توربوشارژ (4A95TD),9.5 ثانیه,"1,750,000,000"
پژو، روآ,1388,"258,000 km",دنده ای,,نقره ای,مشکی,چند لکه رنگ,"  بیمه 5ماه 
معاینه6ماه ",passenger_car,,,,"155,000,000"
کاپرا، 2,1399,"207,000 km",دنده ای,,سفید,مشکی,بدون رنگ,تمیز مثل عکس  تمامی سرویسها درنمایندگی به تازگی انجام شده.بیمه ۶ماه دارد,pickup,,,,"985,000,000"
کیا، سراتو (مونتاژ),1397,"72,000 km",اتوماتیک,7.9 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ, بدون  خط و خش شاسی ها سالم - فنی سالم سرویس ها انجام شده داخل کابین در حد صفر  ۴ حلقه لاستیک کره ای نکسن - شیشه دودی - کفی سه بعدی,passenger_car,2.0 لیتر,4 سیلندر,10.5 ثانیه,"1,670,000,000"
پراید، صندوق دار,1387,کارکرده,دنده ای,,سفید,مشکی,دور رنگ,موتوری سالم بدنه دور رنگ ولی ما میگیم تمام رنگ ولی سقف و ستون سالم. شاسی ها سالم فقط شاسی سمت شاگرده کشیده شده بدون جوشکاری بیمه تا اخر ماه کف پوش سه بعدی شیشه دودی کمک فنرها جلو تاره عوض شده یکم زیرو بندش کار داره ک هزینشو کم کردم ,passenger_car,,,,"145,000,000"
سمند، LX,1393,"150,000 km",دنده ای,8.3 لیتر در صد کیلومتر,مشکی,بژ,بدون رنگ,چهار حلقه لاستیک نو خارجی باطری نو,passenger_car,1.8 لیتر,4 سیلندر XU7,13.1 ثانیه,"300,000,000"
کوییک، دنده ای,1401,"28,000 km",دنده ای,7 لیتر در صد کیلومتر,اطلسی,مشکی,بدون رنگ,سفارشی و سالم سینی زیر موتور ،نمد و جک کاپوت، مانیتور ،آینه راهنما دار ،کفی سه بعدی، کفی صندلی عقب ،روکش چرم مارون کنسول وسط,hatchback,1.5 لیتر,4 سیلندر M15 یورو4,13 ثانیه,"360,000,000"
دیگنیتی، پرایم,1401,"20,000 km",اتوماتیک,7.3 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,,crossover,1.5 لیتر,4 سیلندر توربوشارژ (SFG15T),13 ثانیه,"1,750,000,000"
لیفان، X50,1396,"200,000 km",اتوماتیک,6.5 لیتر در صد کیلومتر,نوک مدادی,مشکی,بدون رنگ,,crossover,1.5 لیتر,4 سیلندر,12 ثانیه,"510,000,000"
گریت وال، C30,1394,"120,000 km",دنده ای,6.8 لیتر در صد کیلومتر,مشکی,مشکی,یک لکه رنگ,خودرو خانگی و سالم است. یک لکه رنگ روی کاپوت دارد. تمام سرویس ها به موقع انجام شده است.,passenger_car,1.5 لیتر,4 سیلندر,11.3 ثانیه,"450,000,000"
چری، آریزو 5T اسپرت FL,1402,"8,500 km",اتوماتیک,6.9 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,,passenger_car,1.5 لیتر,4 سیلندر توربوشارژ,10.1 ثانیه,"1,230,000,000"
پراید، صندوق دار,1381,کارکرده,دنده ای,,یشمی,خاکستری,گلگیر تعویض,ماشین تازه تعمیره سرسیلندر نو رینگوسوپاپ نو صفحه کلاج نو موتور کامل تعمیر کردم ۴۵تومن دوماه پیش خرج و دستمزدش شد با خریدار واقعی راه میام . با ماشین مدل بالا ترم عوض میکنم بقیه رو نقدی میدم,passenger_car,,,,"90,000,000"
هیوندای، سانتافه,2015,"171,000 km",اتوماتیک,9.4 لیتر در صد کیلومتر,مشکی,مشکی,بدون رنگ,7نفره فول  آماد خودرو عاملیت فروش پرشیا خودرو در استان گیلان کد 9999 29,crossover,2.4 لیتر,4 سیلندر MPi (موتور GDI سفارشی),11.6 ثانیه,"2,900,000,000"
رنو، تندر 90,1387,"260,000 km",دنده ای,6.9 لیتر در صد کیلومتر,طوسی,خاکستری,چند لکه رنگ,"فنی بدون ایراد و مشکل
آفتاب سوختگی جزعی
داخل کابین کیپ و بی سروصدا
آماده رانندگی‌ و مسافرت بی دردسر
روکش صندلی نو
سمت راست خودرو و فقط یک گلگیر چپ رنگ
کولر و بخاری روشن و بدون ایراد
تمامی سرویس ها و تعویض تسمه تایم انجام شده
تخفیف پای معامله
پاسخگویی ساعت ۹ الی ۲۴",passenger_car,1.6 لیتر,4 سیلندر,10.2 ثانیه,"317,000,000"
پراید، هاچ بک,1376,"240,000 km",دنده ای,,سفید,مشکی,یک لکه رنگ,"عروسک کره ای
رنگ فابریک کارخونه
فنی بازسازی کامل شده
قطعات کاملا سالم
باطری و ... نو
موتور باز نشده
شاسی ها پلمپ
ترمز ها سرویس کامل شده
کاربراتور سرویس شده
رادیاتور گرمسیری (ریو ای)
لاستیک ها نو
در ها عقب قفل کودک 
شیشه های جلو برقی
ضبط مکسیدر بلوتوثی
بخاری سالم
قفل ها سوییچی
قفل کاپوت و رینگ داره
سوییچ مخفی نصب شده 
زاپاس و جک داره
چراغ ترمز عقب خطی
کفی سه بعدی
روکش صندلی ها نو
روکش داشبورد سه بعدی فیت
کنسول وسط داره
شیشه ها دودی آمریکایی uv600",hatchback,,,,"135,000,000"
تویوتا، اریون,2011,"200,000 km",اتوماتیک,9.9 لیتر در صد کیلومتر,سفید صدفی,کرم,بدون رنگ,فول عمان کارکرد به شرط نمایندگی و سرویس کلی روغنها و لنتها و ۴ حلقه لاستیک نو خارجی دارد با برگه کارشناسی  یه درب عقب لیسه گیری داردجزئی,passenger_car,3.5 لیتر,6 سیلندر,7.2 ثانیه,"3,200,000,000"
دنا، پلاس EF7,1397,"74,000 km",دنده ای,7.9 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ, فول آپشن. قطعات مصرفی به تازگی تعویض شده .کارکرد واقعی. سند تگ برگ ,passenger_car,1.7 لیتر,4 سیلندر EF7,13.5 ثانیه,"680,000,000"
پژو، 206 SD,1390,"243,000 km",دنده ای,7.4 لیتر در صد کیلومتر,سفید,مشکی,کاپوت رنگ,"تصادف اصلا نداشته. به شرط کارشناسی
لاستیک 80
روکش. ضبط
شاسی، ستون، سالم سالم
کولر فوق العاده",passenger_car,1.6 لیتر,4 سیلندر TU5,12 ثانیه,"320,000,000"
رنو، ساندرو,1395,"93,000 km",دنده ای,6.7 لیتر در صد کیلومتر,سفید,مشکی,بدون رنگ,تمیز موتور گیر بکس فابریک لاستیک پهن 205نو دوماه پیش عوض شده اند همه چیز سالم فابریک بوی نوئی میده ماشین خانگی ماشین دوم بوده کم استفاده شده  کف پوش قالبی رو داشبردی تافتینگ بابل تسمه تایم رو 60هزار تا عوض شده فروش نقدی تعویض ندارم سند به نام اماده انتقال ماشین بدون ضربه,hatchback,1.6 لیتر,4 سیلندر,10.5 ثانیه,"710,000,000"
سمند، LX,1396,"160,000 km",دنده ای,7.5 لیتر در صد کیلومتر,سفید,قهوه ای,گلگیر رنگ,"سلام 
ماشین سالم و خط و خش کمی داره .
گلگیر عقب سمت راننده خیلی کوچیک رنگ شدگی داره .
شیشه دودی 
روکش صندلی ها و باتری تازه تعویض شده .
تخفیف پای معامله",passenger_car,1.7 لیتر,4 سیلندر EF7,12 ثانیه,"345,000,000"
نیسان، پاترول دو در,1375,"300,000 km",دنده ای,14 لیتر در صد کیلومتر,مشکی,سرمه ای,دور رنگ,"موتورz
کولر وهیدرولیک فعال
جلوبندی سالم
موتور سالم
بدون یک ذره پوسیدگی 
شاسی سالم
پشت آمپرها همگی فعال
فن اضافه برای کولر
لاستیک رودکروزا
قفل مرکزی
دزدگیر",suv,2.4 لیتر,4 سیلندر Z24 کاربراتوری,16 ثانیه,"420,000,000"
